"Retailer","Retailer_ID","Invoice_Date","Region","State","City","Product","Price_per_Unit","Units_Sold","Total_Sale","Operating_Profit","Operating_Margin","Sales_Method"
"Sports Direct","1197831","2021-05-10","South","Tennessee","Knoxville","Men's Athletic Footwear","29","189","5481","306","56%","Online"
"Sports Direct","1197831","2021-05-11","South","Tennessee","Knoxville","Women's Street Footwear","50","174","8700","487","56%","Online"
"Sports Direct","1197831","2021-05-12","South","Tennessee","Knoxville","Women's Athletic Footwear","52","133","6916","477","69%","Online"
"Sports Direct","1197831","2021-05-13","South","Tennessee","Knoxville","Men's Apparel","51","113","5763","305","53%","Online"
"Sports Direct","1197831","2021-05-14","South","Tennessee","Knoxville","Women's Apparel","59","169","9971","707","71%","Online"
"Sports Direct","1197831","2021-05-15","South","Tennessee","Knoxville","Men's Street Footwear","53","200","10600","614","58%","Online"
"Sports Direct","1197831","2021-05-16","South","Tennessee","Knoxville","Men's Athletic Footwear","51","240","12240","673","55%","Online"
"Sports Direct","1197831","2021-05-17","South","Tennessee","Knoxville","Women's Street Footwear","54","210","11340","623","55%","Online"
"Sports Direct","1197831","2021-05-18","South","Tennessee","Knoxville","Women's Athletic Footwear","54","149","8046","555","69%","Online"
"Sports Direct","1197831","2021-05-19","South","Tennessee","Knoxville","Men's Apparel","50","140","7000","350","50%","Online"
"Sports Direct","1197831","2021-05-20","South","Tennessee","Knoxville","Women's Apparel","61","225","13725","1015","74%","Online"
"Foot Locker","1185732","2021-05-21","South","Tennessee","Knoxville","Men's Street Footwear","32","119","3808","190","50%","Online"
"Foot Locker","1185732","2021-05-22","South","Tennessee","Knoxville","Men's Athletic Footwear","32","56","1792","878","49%","Online"
"Foot Locker","1185732","2021-05-23","South","Tennessee","Knoxville","Women's Street Footwear","24","65","1560","749","48%","Online"
"Foot Locker","1185732","2021-05-24","South","Tennessee","Knoxville","Women's Athletic Footwear","27","19","513","272","53%","Online"
"Foot Locker","1185732","2021-05-25","Midwest","Nebraska","Omaha","Men's Apparel","43","35","1505","677","45%","Online"
"Foot Locker","1185732","2021-05-26","Midwest","Nebraska","Omaha","Women's Apparel","32","68","2176","132","61%","Online"
"Foot Locker","1185732","2021-05-27","Midwest","Nebraska","Omaha","Men's Street Footwear","32","119","3808","205","54%","Online"
"Foot Locker","1185732","2021-05-28","Midwest","Nebraska","Omaha","Men's Athletic Footwear","33","38","1254","627","50%","Online"
"Foot Locker","1185732","2021-05-29","Midwest","Nebraska","Omaha","Women's Street Footwear","23","47","1081","541","50%","Online"
"Foot Locker","1185732","2021-05-30","Midwest","Nebraska","Omaha","Women's Athletic Footwear","29","14","406","203","50%","Online"
"Foot Locker","1185732","2021-05-31","Midwest","Nebraska","Omaha","Men's Apparel","41","31","1271","623","49%","Online"
"Foot Locker","1185732","2021-06-01","Midwest","Nebraska","Omaha","Women's Apparel","32","60","1920","119","62%","Online"
"Foot Locker","1185732","2021-06-02","Midwest","Nebraska","Omaha","Men's Street Footwear","38","122","4636","250","54%","Online"
"Foot Locker","1185732","2021-06-03","Midwest","Nebraska","Omaha","Men's Athletic Footwear","39","26","1014","466","46%","Online"
"Foot Locker","1185732","2021-06-04","Midwest","Nebraska","Omaha","Women's Street Footwear","29","39","1131","566","50%","Online"
"Foot Locker","1185732","2021-06-05","Midwest","Nebraska","Omaha","Women's Athletic Footwear","33","0","0","0","55%","Online"
"Foot Locker","1185732","2021-06-06","Midwest","Nebraska","Omaha","Men's Apparel","45","13","585","275","47%","Online"
"Foot Locker","1185732","2021-06-07","Midwest","Nebraska","Omaha","Women's Apparel","37","38","1406","858","61%","Online"
"Foot Locker","1185732","2021-06-08","Midwest","Nebraska","Omaha","Men's Street Footwear","38","105","3990","211","53%","Online"
"Foot Locker","1185732","2021-06-09","Midwest","Nebraska","Omaha","Men's Athletic Footwear","32","23","736","331","45%","Online"
"Foot Locker","1185732","2021-06-10","Midwest","Nebraska","Omaha","Women's Street Footwear","23","21","483","217","45%","Online"
"Foot Locker","1185732","2021-06-11","Midwest","Nebraska","Omaha","Women's Athletic Footwear","27","0","0","0","53%","Online"
"Foot Locker","1185732","2021-06-12","Midwest","Nebraska","Omaha","Men's Apparel","42","6","252","121","48%","Online"
"Foot Locker","1185732","2021-06-13","Midwest","Nebraska","Omaha","Women's Apparel","34","39","1326","822","62%","Online"
"Foot Locker","1185732","2021-06-14","Midwest","Nebraska","Omaha","Men's Street Footwear","44","118","5192","280","54%","Online"
"Foot Locker","1185732","2021-06-15","Midwest","Nebraska","Omaha","Men's Athletic Footwear","38","33","1254","627","50%","Online"
"Foot Locker","1185732","2021-06-16","Midwest","Nebraska","Omaha","Women's Street Footwear","32","30","960","461","48%","Online"
"Foot Locker","1185732","2021-06-17","Midwest","Nebraska","Omaha","Women's Athletic Footwear","34","7","238","126","53%","Online"
"Foot Locker","1185732","2021-06-18","Midwest","Nebraska","Omaha","Men's Apparel","46","13","598","275","46%","Online"
"Foot Locker","1185732","2021-06-19","Midwest","Nebraska","Omaha","Women's Apparel","51","41","2091","129","62%","Online"
"Foot Locker","1185732","2021-06-20","Midwest","Nebraska","Omaha","Men's Street Footwear","36","120","4320","229","53%","Online"
"Foot Locker","1185732","2021-06-21","Midwest","Nebraska","Omaha","Men's Athletic Footwear","32","45","1440","720","50%","Online"
"Foot Locker","1185732","2021-06-22","Midwest","Nebraska","Omaha","Women's Street Footwear","27","46","1242","559","45%","Online"
"Foot Locker","1185732","2021-06-23","Midwest","Nebraska","Omaha","Women's Athletic Footwear","27","39","1053","569","54%","Online"
"Foot Locker","1185732","2021-06-24","Midwest","Nebraska","Omaha","Men's Apparel","42","42","1764","882","50%","Online"
"Foot Locker","1185732","2021-06-25","Midwest","Nebraska","Omaha","Women's Apparel","49","85","4165","258","62%","Online"
"Foot Locker","1185732","2021-06-26","Midwest","Nebraska","Omaha","Men's Street Footwear","43","165","7095","361","51%","Online"
"Foot Locker","1185732","2021-06-27","Midwest","Nebraska","Omaha","Men's Athletic Footwear","37","81","2997","134","45%","Online"
"Foot Locker","1185732","2021-06-28","Midwest","Nebraska","Omaha","Women's Street Footwear","34","63","2142","964","45%","Online"
"Foot Locker","1185732","2021-06-29","Midwest","Nebraska","Omaha","Women's Athletic Footwear","33","46","1518","789","52%","Online"
"Foot Locker","1185732","2021-06-30","Midwest","Nebraska","Omaha","Men's Apparel","41","44","1804","884","49%","Online"
"Foot Locker","1185732","2021-07-01","Midwest","Nebraska","Omaha","Women's Apparel","49","91","4459","280","63%","Online"
"Foot Locker","1185732","2021-07-02","Midwest","Nebraska","Omaha","Men's Street Footwear","41","145","5945","315","53%","Online"
"Foot Locker","1185732","2021-07-03","Midwest","Nebraska","Omaha","Men's Athletic Footwear","42","80","3360","164","49%","Online"
"Foot Locker","1185732","2021-07-04","Midwest","Nebraska","Omaha","Women's Street Footwear","36","52","1872","899","48%","Online"
"Foot Locker","1185732","2021-07-05","Midwest","Nebraska","Omaha","Women's Athletic Footwear","29","38","1102","562","51%","Online"
"Foot Locker","1185732","2021-07-06","Midwest","Nebraska","Omaha","Men's Apparel","37","27","999","480","48%","Online"
"Foot Locker","1185732","2021-07-07","Midwest","Nebraska","Omaha","Women's Apparel","44","69","3036","182","60%","Online"
"Foot Locker","1185732","2021-07-08","Midwest","Nebraska","Omaha","Men's Street Footwear","38","112","4256","229","54%","Online"
"Foot Locker","1185732","2021-07-09","Midwest","Nebraska","Omaha","Men's Athletic Footwear","33","56","1848","850","46%","Online"
"Foot Locker","1185732","2021-07-10","Midwest","Nebraska","Omaha","Women's Street Footwear","18","25","450","216","48%","Online"
"Foot Locker","1185732","2021-07-11","Midwest","Nebraska","Omaha","Women's Athletic Footwear","19","23","437","227","52%","Online"
"Foot Locker","1185732","2021-07-12","Midwest","Nebraska","Omaha","Men's Apparel","29","21","609","292","48%","Online"
"Foot Locker","1185732","2021-07-13","Midwest","Nebraska","Omaha","Women's Apparel","34","39","1326","822","62%","Online"
"Foot Locker","1185732","2021-07-14","Midwest","Nebraska","Omaha","Men's Street Footwear","36","94","3384","182","54%","Online"
"Foot Locker","1185732","2021-07-15","Midwest","Nebraska","Omaha","Men's Athletic Footwear","29","41","1189","547","46%","Online"
"Foot Locker","1185732","2021-07-16","Midwest","Nebraska","Omaha","Women's Street Footwear","29","14","406","203","50%","Online"
"Foot Locker","1185732","2021-07-17","Midwest","Nebraska","Omaha","Women's Athletic Footwear","29","7","203","108","53%","Online"
"Foot Locker","1185732","2021-07-18","Midwest","Nebraska","Omaha","Men's Apparel","37","7","259","124","48%","Online"
"Foot Locker","1185732","2021-07-19","Midwest","Nebraska","Omaha","Women's Apparel","44","38","1672","105","63%","Online"
"Foot Locker","1185732","2021-07-20","Midwest","Nebraska","Omaha","Men's Street Footwear","37","84","3108","167","54%","Online"
"Foot Locker","1185732","2021-07-21","Midwest","Nebraska","Omaha","Men's Athletic Footwear","29","41","1189","547","46%","Online"
"Foot Locker","1185732","2021-07-22","Midwest","Nebraska","Omaha","Women's Street Footwear","29","25","725","341","47%","Online"
"Foot Locker","1185732","2021-07-23","Midwest","Nebraska","Omaha","Women's Athletic Footwear","27","36","972","535","55%","Online"
"Foot Locker","1185732","2021-07-24","Midwest","Nebraska","Omaha","Men's Apparel","48","27","1296","583","45%","Online"
"Foot Locker","1185732","2021-07-25","Midwest","Nebraska","Omaha","Women's Apparel","53","58","3074","190","62%","Online"
"Foot Locker","1185732","2021-07-26","Midwest","Nebraska","Omaha","Men's Street Footwear","49","117","5733","286","50%","Online"
"Foot Locker","1185732","2021-07-27","Midwest","Nebraska","Omaha","Men's Athletic Footwear","36","63","2268","113","50%","Online"
"Foot Locker","1185732","2021-07-28","Midwest","Nebraska","Omaha","Women's Street Footwear","39","60","2340","114","49%","Online"
"Foot Locker","1185732","2021-07-29","Midwest","Nebraska","Omaha","Women's Athletic Footwear","38","38","1444","794","55%","Online"
"Foot Locker","1185732","2021-07-30","Midwest","Nebraska","Omaha","Men's Apparel","45","39","1755","842","48%","Online"
"Foot Locker","1185732","2021-07-31","Midwest","Nebraska","Omaha","Women's Apparel","54","65","3510","217","62%","Online"
"Sports Direct","1197831","2021-08-01","Midwest","Nebraska","Omaha","Men's Street Footwear","19","203","3857","204","53%","Online"
"Sports Direct","1197831","2021-08-02","Midwest","Nebraska","Omaha","Men's Athletic Footwear","29","196","5684","306","54%","Online"
"Sports Direct","1197831","2021-08-03","Midwest","Nebraska","Omaha","Women's Street Footwear","28","138","3864","212","55%","Online"
"Sports Direct","1197831","2021-08-04","Midwest","Nebraska","Omaha","Women's Athletic Footwear","33","138","4554","291","64%","Online"
"Sports Direct","1197831","2021-08-05","South","Alabama","Birmingham","Men's Apparel","37","88","3256","156","48%","Online"
"Sports Direct","1197831","2021-08-06","South","Alabama","Birmingham","Women's Apparel","32","138","4416","309","70%","Online"
"Sports Direct","1197831","2021-08-07","South","Alabama","Birmingham","Men's Street Footwear","24","156","3744","202","54%","Online"
"Sports Direct","1197831","2021-08-08","South","Alabama","Birmingham","Men's Athletic Footwear","33","174","5742","310","54%","Online"
"Sports Direct","1197831","2021-08-09","South","Alabama","Birmingham","Women's Street Footwear","32","128","4096","213","52%","Online"
"Sports Direct","1197831","2021-08-10","South","Alabama","Birmingham","Women's Athletic Footwear","32","98","3136","194","62%","Online"
"Sports Direct","1197831","2021-08-11","South","Alabama","Birmingham","Men's Apparel","38","68","2584","124","48%","Online"
"Sports Direct","1197831","2021-08-12","South","Alabama","Birmingham","Women's Apparel","33","126","4158","278","67%","Online"
"Sports Direct","1197831","2021-08-13","South","Alabama","Birmingham","Men's Street Footwear","28","163","4564","251","55%","Online"
"Sports Direct","1197831","2021-08-14","South","Alabama","Birmingham","Men's Athletic Footwear","36","188","6768","372","55%","Online"
"Sports Direct","1197831","2021-08-15","South","Alabama","Birmingham","Women's Street Footwear","27","117","3159","183","58%","Online"
"Sports Direct","1197831","2021-08-16","South","Alabama","Birmingham","Women's Athletic Footwear","33","105","3465","235","68%","Online"
"Sports Direct","1197831","2021-08-17","South","Alabama","Birmingham","Men's Apparel","37","73","2701","135","50%","Online"
"Sports Direct","1197831","2021-08-18","South","Alabama","Birmingham","Women's Apparel","34","104","3536","265","75%","Online"
"Sports Direct","1197831","2021-08-19","South","Alabama","Birmingham","Men's Street Footwear","19","195","3705","214","58%","Online"
"Sports Direct","1197831","2021-08-20","South","Alabama","Birmingham","Men's Athletic Footwear","19","189","3591","208","58%","Online"
"Sports Direct","1197831","2021-08-21","South","Alabama","Birmingham","Women's Street Footwear","14","119","1666","983","59%","Online"
"Sports Direct","1197831","2021-08-22","South","Alabama","Birmingham","Women's Athletic Footwear","18","113","2034","134","66%","Online"
"Sports Direct","1197831","2021-08-23","South","Alabama","Birmingham","Men's Apparel","23","74","1702","902","53%","Online"
"Sports Direct","1197831","2021-08-24","South","Alabama","Birmingham","Women's Apparel","20","149","2980","223","75%","Online"
"Sports Direct","1197831","2021-08-25","South","Alabama","Birmingham","Men's Street Footwear","9","203","1827","107","59%","Online"
"Sports Direct","1197831","2021-08-26","South","Alabama","Birmingham","Men's Athletic Footwear","19","189","3591","211","59%","Online"
"Sports Direct","1197831","2021-08-27","South","Alabama","Birmingham","Women's Street Footwear","15","173","2595","145","56%","Online"
"Sports Direct","1197831","2021-08-28","South","Alabama","Birmingham","Women's Athletic Footwear","34","135","4590","312","68%","Online"
"Sports Direct","1197831","2021-08-29","South","Alabama","Birmingham","Men's Apparel","49","120","5880","317","54%","Online"
"Sports Direct","1197831","2021-08-30","South","Alabama","Birmingham","Women's Apparel","43","203","8729","628","72%","Online"
